"game_id","player_id","bot_strategy","total_points","total_win","total_loss","total_tie","games","win_pct"
"e851e0fa-152a-47c4-91a8-d3d6067b3839","cffde77a-02e3-44e2-9a23-412fb569f35f","win_nil_lose_positive",740,252,16,32,300,0.84
"ea5edf42-63af-4d71-a5b9-a73ee554863f","0e9118bd-02a1-49bd-b09d-cdfeab15f9c2","win_nil_lose_positive",221,105,94,101,300,0.35
"ebb72eda-dfe6-4557-8832-681ddbe24523","9f5c9c71-e5f7-423c-9b86-2c4d184dec13","outcome_transition_dual_dependency",240,108,84,108,300,0.36
"ebb76ace-54d1-4bda-8eab-e12729f95454","7fb9c568-eb73-4ad8-8705-45e9dcc5c4a3","prev_move_negative",670,235,35,30,300,0.7833333333333333
"ebd54677-9931-4785-9ad6-374ff82c2070","ec0c5956-7f17-4849-98fd-0f8102d6d09c","win_nil_lose_positive",232,105,83,112,300,0.35
"ec8c35e1-ed92-42be-92a4-1d73e662b9a0","58aaeb60-714f-46d2-81e8-c44d0a7b2792","prev_move_positive",629,222,37,41,300,0.74
"ed1392b6-e31e-4a05-ad94-996a2fa93d81","33795fa4-5fc8-4813-9526-4f5b6dab971e","prev_move_negative",538,196,50,54,300,0.6533333333333333
"ed45c0ed-85c8-4270-babb-0a9ee1a15ad3","a7c02cae-cfe8-4205-974f-5c10ee3928c7","opponent_prev_move_nil",637,225,38,37,300,0.75
"ede9954b-eb49-4f24-8db7-15ad2052e0d4","6dd26869-94c6-48c3-b591-c10f9211cdab","opponent_prev_move_positive",418,157,53,90,300,0.5233333333333333
"ee3de9d3-f9d7-4c06-ae6d-e005ece90a1b","f9b4d809-bacf-465b-b091-5e35b4105c76","prev_move_negative",288,120,72,108,300,0.4
"f39797d0-ef5c-4e43-b691-aa7400e0c6b9","e712146f-e021-4e57-b1cc-d8b5257d016e","win_positive_lose_negative",105,66,93,141,300,0.22
"f41d2a75-d3de-4099-8f84-8f2ea5cf8d11","14998967-0819-46ba-9da9-7f9d7858d2f7","win_nil_lose_positive",323,130,67,103,300,0.43333333333333335
"f4c51574-b55e-48c1-b66e-a6c17755f7d7","3878e8e2-ff46-4f5b-8b2d-f3bfdd9004af","prev_move_positive",426,168,78,54,300,0.56
"f91b73c5-69d4-435a-a2fa-72c76ef80dc6","293fcc80-c707-4bbd-8f3d-039db0f18bc0","win_positive_lose_negative",149,83,100,117,300,0.27666666666666667
"fb2ac9d8-6aff-449e-8616-413a6d394705","aa5e1d0d-144a-4181-8044-11a8ae4afcf9","win_nil_lose_positive",213,96,75,129,300,0.32
"fb7dfbdd-21bd-4389-a84b-cd8ef16f8a7b","4d43259b-d498-40de-98c5-261c48b1daa1","win_positive_lose_negative",129,84,123,93,300,0.28
"fca92c82-5fd3-4703-b154-7184cf400e63","18c32ef9-c46c-43aa-8fe0-1a8cc38f20de","prev_move_positive",459,174,63,63,300,0.58
