,sequential_agent_class,tom_agent_class,round_index,sequential_agent_move,tom_agent_move,sequential_agent_reward,tom_agent_reward,timestamp,Unnamed: 0,win,loss,win_percentage,tie,loss_percentage,tie_percentage
10175,opponent_transition_stay,gpt4o,275,scissors,scissors,0,0,2024-09-24_18-56-19,,,,,,,
10176,opponent_transition_stay,gpt4o,276,scissors,rock,-1,3,2024-09-24_18-56-19,,,,,,,
10177,opponent_transition_stay,gpt4o,277,rock,rock,0,0,2024-09-24_18-56-19,,,,,,,
10178,opponent_transition_stay,gpt4o,278,rock,rock,0,0,2024-09-24_18-56-19,,,,,,,
10179,opponent_transition_stay,gpt4o,279,rock,paper,-1,3,2024-09-24_18-56-19,,,,,,,
10180,opponent_transition_stay,gpt4o,280,paper,paper,0,0,2024-09-24_18-56-19,,,,,,,
10181,opponent_transition_stay,gpt4o,281,paper,scissors,-1,3,2024-09-24_18-56-19,,,,,,,
10182,opponent_transition_stay,gpt4o,282,scissors,scissors,0,0,2024-09-24_18-56-19,,,,,,,
10183,opponent_transition_stay,gpt4o,283,scissors,paper,3,-1,2024-09-24_18-56-19,,,,,,,
10184,opponent_transition_stay,gpt4o,284,paper,rock,3,-1,2024-09-24_18-56-19,,,,,,,
10185,opponent_transition_stay,gpt4o,285,rock,scissors,3,-1,2024-09-24_18-56-19,,,,,,,
10186,opponent_transition_stay,gpt4o,286,scissors,paper,3,-1,2024-09-24_18-56-19,,,,,,,
10187,opponent_transition_stay,gpt4o,287,paper,rock,3,-1,2024-09-24_18-56-19,,,,,,,
10188,opponent_transition_stay,gpt4o,288,rock,paper,-1,3,2024-09-24_18-56-19,,,,,,,
10189,opponent_transition_stay,gpt4o,289,paper,scissors,-1,3,2024-09-24_18-56-19,,,,,,,
10190,opponent_transition_stay,gpt4o,290,scissors,paper,3,-1,2024-09-24_18-56-19,,,,,,,
10191,opponent_transition_stay,gpt4o,291,paper,paper,0,0,2024-09-24_18-56-19,,,,,,,
10192,opponent_transition_stay,gpt4o,292,paper,scissors,-1,3,2024-09-24_18-56-19,,,,,,,
10193,opponent_transition_stay,gpt4o,293,scissors,scissors,0,0,2024-09-24_18-56-19,,,,,,,
10194,opponent_transition_stay,gpt4o,294,rock,rock,0,0,2024-09-24_18-56-19,,,,,,,
10195,opponent_transition_stay,gpt4o,295,rock,scissors,3,-1,2024-09-24_18-56-19,,,,,,,
10196,opponent_transition_stay,gpt4o,296,rock,paper,-1,3,2024-09-24_18-56-19,,,,,,,
10197,opponent_transition_stay,gpt4o,297,paper,rock,3,-1,2024-09-24_18-56-19,,,,,,,
10198,opponent_transition_stay,gpt4o,298,rock,scissors,3,-1,2024-09-24_18-56-19,,,,,,,
10199,opponent_transition_stay,gpt4o,299,scissors,paper,3,-1,2024-09-24_18-56-19,,,,,,,
10200,W_stay_L_up_T_down,gpt4o,0,rock,rock,0,0,2024-10-29_12-58-26,,,,,,,
10201,W_stay_L_up_T_down,gpt4o,1,rock,rock,0,0,2024-10-29_12-58-26,,,,,,,
10202,W_stay_L_up_T_down,gpt4o,2,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10203,W_stay_L_up_T_down,gpt4o,3,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10204,W_stay_L_up_T_down,gpt4o,4,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10205,W_stay_L_up_T_down,gpt4o,5,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10206,W_stay_L_up_T_down,gpt4o,6,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10207,W_stay_L_up_T_down,gpt4o,7,scissors,scissors,0,0,2024-10-29_12-58-26,,,,,,,
10208,W_stay_L_up_T_down,gpt4o,8,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10209,W_stay_L_up_T_down,gpt4o,9,scissors,paper,3,-1,2024-10-29_12-58-26,,,,,,,
10210,W_stay_L_up_T_down,gpt4o,10,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10211,W_stay_L_up_T_down,gpt4o,11,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10212,W_stay_L_up_T_down,gpt4o,12,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10213,W_stay_L_up_T_down,gpt4o,13,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10214,W_stay_L_up_T_down,gpt4o,14,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10215,W_stay_L_up_T_down,gpt4o,15,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10216,W_stay_L_up_T_down,gpt4o,16,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10217,W_stay_L_up_T_down,gpt4o,17,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10218,W_stay_L_up_T_down,gpt4o,18,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10219,W_stay_L_up_T_down,gpt4o,19,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10220,W_stay_L_up_T_down,gpt4o,20,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10221,W_stay_L_up_T_down,gpt4o,21,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10222,W_stay_L_up_T_down,gpt4o,22,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10223,W_stay_L_up_T_down,gpt4o,23,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10224,W_stay_L_up_T_down,gpt4o,24,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10225,W_stay_L_up_T_down,gpt4o,25,paper,rock,3,-1,2024-10-29_12-58-26,,,,,,,
10226,W_stay_L_up_T_down,gpt4o,26,rock,scissors,3,-1,2024-10-29_12-58-26,,,,,,,
10227,W_stay_L_up_T_down,gpt4o,27,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10228,W_stay_L_up_T_down,gpt4o,28,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10229,W_stay_L_up_T_down,gpt4o,29,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10230,W_stay_L_up_T_down,gpt4o,30,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10231,W_stay_L_up_T_down,gpt4o,31,rock,scissors,3,-1,2024-10-29_12-58-26,,,,,,,
10232,W_stay_L_up_T_down,gpt4o,32,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10233,W_stay_L_up_T_down,gpt4o,33,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10234,W_stay_L_up_T_down,gpt4o,34,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10235,W_stay_L_up_T_down,gpt4o,35,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10236,W_stay_L_up_T_down,gpt4o,36,rock,scissors,3,-1,2024-10-29_12-58-26,,,,,,,
10237,W_stay_L_up_T_down,gpt4o,37,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10238,W_stay_L_up_T_down,gpt4o,38,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10239,W_stay_L_up_T_down,gpt4o,39,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10240,W_stay_L_up_T_down,gpt4o,40,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10241,W_stay_L_up_T_down,gpt4o,41,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10242,W_stay_L_up_T_down,gpt4o,42,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10243,W_stay_L_up_T_down,gpt4o,43,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10244,W_stay_L_up_T_down,gpt4o,44,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10245,W_stay_L_up_T_down,gpt4o,45,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10246,W_stay_L_up_T_down,gpt4o,46,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10247,W_stay_L_up_T_down,gpt4o,47,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10248,W_stay_L_up_T_down,gpt4o,48,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10249,W_stay_L_up_T_down,gpt4o,49,scissors,paper,3,-1,2024-10-29_12-58-26,,,,,,,
10250,W_stay_L_up_T_down,gpt4o,50,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10251,W_stay_L_up_T_down,gpt4o,51,paper,paper,0,0,2024-10-29_12-58-26,,,,,,,
10252,W_stay_L_up_T_down,gpt4o,52,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10253,W_stay_L_up_T_down,gpt4o,53,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10254,W_stay_L_up_T_down,gpt4o,54,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10255,W_stay_L_up_T_down,gpt4o,55,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10256,W_stay_L_up_T_down,gpt4o,56,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10257,W_stay_L_up_T_down,gpt4o,57,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10258,W_stay_L_up_T_down,gpt4o,58,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10259,W_stay_L_up_T_down,gpt4o,59,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10260,W_stay_L_up_T_down,gpt4o,60,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10261,W_stay_L_up_T_down,gpt4o,61,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10262,W_stay_L_up_T_down,gpt4o,62,rock,scissors,3,-1,2024-10-29_12-58-26,,,,,,,
10263,W_stay_L_up_T_down,gpt4o,63,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10264,W_stay_L_up_T_down,gpt4o,64,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10265,W_stay_L_up_T_down,gpt4o,65,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10266,W_stay_L_up_T_down,gpt4o,66,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10267,W_stay_L_up_T_down,gpt4o,67,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10268,W_stay_L_up_T_down,gpt4o,68,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10269,W_stay_L_up_T_down,gpt4o,69,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10270,W_stay_L_up_T_down,gpt4o,70,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10271,W_stay_L_up_T_down,gpt4o,71,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10272,W_stay_L_up_T_down,gpt4o,72,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10273,W_stay_L_up_T_down,gpt4o,73,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10274,W_stay_L_up_T_down,gpt4o,74,scissors,paper,3,-1,2024-10-29_12-58-26,,,,,,,
10275,W_stay_L_up_T_down,gpt4o,75,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10276,W_stay_L_up_T_down,gpt4o,76,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10277,W_stay_L_up_T_down,gpt4o,77,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10278,W_stay_L_up_T_down,gpt4o,78,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10279,W_stay_L_up_T_down,gpt4o,79,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10280,W_stay_L_up_T_down,gpt4o,80,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10281,W_stay_L_up_T_down,gpt4o,81,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10282,W_stay_L_up_T_down,gpt4o,82,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10283,W_stay_L_up_T_down,gpt4o,83,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10284,W_stay_L_up_T_down,gpt4o,84,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10285,W_stay_L_up_T_down,gpt4o,85,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10286,W_stay_L_up_T_down,gpt4o,86,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10287,W_stay_L_up_T_down,gpt4o,87,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10288,W_stay_L_up_T_down,gpt4o,88,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10289,W_stay_L_up_T_down,gpt4o,89,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10290,W_stay_L_up_T_down,gpt4o,90,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10291,W_stay_L_up_T_down,gpt4o,91,scissors,paper,3,-1,2024-10-29_12-58-26,,,,,,,
10292,W_stay_L_up_T_down,gpt4o,92,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10293,W_stay_L_up_T_down,gpt4o,93,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10294,W_stay_L_up_T_down,gpt4o,94,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10295,W_stay_L_up_T_down,gpt4o,95,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10296,W_stay_L_up_T_down,gpt4o,96,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10297,W_stay_L_up_T_down,gpt4o,97,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10298,W_stay_L_up_T_down,gpt4o,98,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10299,W_stay_L_up_T_down,gpt4o,99,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10300,W_stay_L_up_T_down,gpt4o,100,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10301,W_stay_L_up_T_down,gpt4o,101,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10302,W_stay_L_up_T_down,gpt4o,102,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10303,W_stay_L_up_T_down,gpt4o,103,rock,scissors,3,-1,2024-10-29_12-58-26,,,,,,,
10304,W_stay_L_up_T_down,gpt4o,104,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10305,W_stay_L_up_T_down,gpt4o,105,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10306,W_stay_L_up_T_down,gpt4o,106,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10307,W_stay_L_up_T_down,gpt4o,107,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10308,W_stay_L_up_T_down,gpt4o,108,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10309,W_stay_L_up_T_down,gpt4o,109,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10310,W_stay_L_up_T_down,gpt4o,110,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10311,W_stay_L_up_T_down,gpt4o,111,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10312,W_stay_L_up_T_down,gpt4o,112,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10313,W_stay_L_up_T_down,gpt4o,113,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10314,W_stay_L_up_T_down,gpt4o,114,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10315,W_stay_L_up_T_down,gpt4o,115,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10316,W_stay_L_up_T_down,gpt4o,116,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10317,W_stay_L_up_T_down,gpt4o,117,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10318,W_stay_L_up_T_down,gpt4o,118,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10319,W_stay_L_up_T_down,gpt4o,119,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10320,W_stay_L_up_T_down,gpt4o,120,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10321,W_stay_L_up_T_down,gpt4o,121,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10322,W_stay_L_up_T_down,gpt4o,122,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10323,W_stay_L_up_T_down,gpt4o,123,scissors,scissors,0,0,2024-10-29_12-58-26,,,,,,,
10324,W_stay_L_up_T_down,gpt4o,124,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10325,W_stay_L_up_T_down,gpt4o,125,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10326,W_stay_L_up_T_down,gpt4o,126,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10327,W_stay_L_up_T_down,gpt4o,127,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10328,W_stay_L_up_T_down,gpt4o,128,scissors,paper,3,-1,2024-10-29_12-58-26,,,,,,,
10329,W_stay_L_up_T_down,gpt4o,129,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10330,W_stay_L_up_T_down,gpt4o,130,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10331,W_stay_L_up_T_down,gpt4o,131,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10332,W_stay_L_up_T_down,gpt4o,132,scissors,paper,3,-1,2024-10-29_12-58-26,,,,,,,
10333,W_stay_L_up_T_down,gpt4o,133,rock,rock,0,0,2024-10-29_12-58-26,,,,,,,
10334,W_stay_L_up_T_down,gpt4o,134,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10335,W_stay_L_up_T_down,gpt4o,135,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10336,W_stay_L_up_T_down,gpt4o,136,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10337,W_stay_L_up_T_down,gpt4o,137,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10338,W_stay_L_up_T_down,gpt4o,138,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10339,W_stay_L_up_T_down,gpt4o,139,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10340,W_stay_L_up_T_down,gpt4o,140,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10341,W_stay_L_up_T_down,gpt4o,141,scissors,paper,3,-1,2024-10-29_12-58-26,,,,,,,
10342,W_stay_L_up_T_down,gpt4o,142,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10343,W_stay_L_up_T_down,gpt4o,143,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10344,W_stay_L_up_T_down,gpt4o,144,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10345,W_stay_L_up_T_down,gpt4o,145,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10346,W_stay_L_up_T_down,gpt4o,146,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10347,W_stay_L_up_T_down,gpt4o,147,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10348,W_stay_L_up_T_down,gpt4o,148,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10349,W_stay_L_up_T_down,gpt4o,149,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10350,W_stay_L_up_T_down,gpt4o,150,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10351,W_stay_L_up_T_down,gpt4o,151,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10352,W_stay_L_up_T_down,gpt4o,152,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10353,W_stay_L_up_T_down,gpt4o,153,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10354,W_stay_L_up_T_down,gpt4o,154,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10355,W_stay_L_up_T_down,gpt4o,155,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10356,W_stay_L_up_T_down,gpt4o,156,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10357,W_stay_L_up_T_down,gpt4o,157,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10358,W_stay_L_up_T_down,gpt4o,158,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10359,W_stay_L_up_T_down,gpt4o,159,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10360,W_stay_L_up_T_down,gpt4o,160,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10361,W_stay_L_up_T_down,gpt4o,161,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10362,W_stay_L_up_T_down,gpt4o,162,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10363,W_stay_L_up_T_down,gpt4o,163,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10364,W_stay_L_up_T_down,gpt4o,164,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10365,W_stay_L_up_T_down,gpt4o,165,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10366,W_stay_L_up_T_down,gpt4o,166,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10367,W_stay_L_up_T_down,gpt4o,167,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10368,W_stay_L_up_T_down,gpt4o,168,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10369,W_stay_L_up_T_down,gpt4o,169,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10370,W_stay_L_up_T_down,gpt4o,170,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10371,W_stay_L_up_T_down,gpt4o,171,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10372,W_stay_L_up_T_down,gpt4o,172,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10373,W_stay_L_up_T_down,gpt4o,173,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10374,W_stay_L_up_T_down,gpt4o,174,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10375,W_stay_L_up_T_down,gpt4o,175,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10376,W_stay_L_up_T_down,gpt4o,176,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10377,W_stay_L_up_T_down,gpt4o,177,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10378,W_stay_L_up_T_down,gpt4o,178,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10379,W_stay_L_up_T_down,gpt4o,179,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10380,W_stay_L_up_T_down,gpt4o,180,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10381,W_stay_L_up_T_down,gpt4o,181,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10382,W_stay_L_up_T_down,gpt4o,182,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10383,W_stay_L_up_T_down,gpt4o,183,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10384,W_stay_L_up_T_down,gpt4o,184,scissors,paper,3,-1,2024-10-29_12-58-26,,,,,,,
10385,W_stay_L_up_T_down,gpt4o,185,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10386,W_stay_L_up_T_down,gpt4o,186,paper,paper,0,0,2024-10-29_12-58-26,,,,,,,
10387,W_stay_L_up_T_down,gpt4o,187,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10388,W_stay_L_up_T_down,gpt4o,188,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10389,W_stay_L_up_T_down,gpt4o,189,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10390,W_stay_L_up_T_down,gpt4o,190,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10391,W_stay_L_up_T_down,gpt4o,191,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10392,W_stay_L_up_T_down,gpt4o,192,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10393,W_stay_L_up_T_down,gpt4o,193,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10394,W_stay_L_up_T_down,gpt4o,194,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10395,W_stay_L_up_T_down,gpt4o,195,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10396,W_stay_L_up_T_down,gpt4o,196,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10397,W_stay_L_up_T_down,gpt4o,197,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10398,W_stay_L_up_T_down,gpt4o,198,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10399,W_stay_L_up_T_down,gpt4o,199,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10400,W_stay_L_up_T_down,gpt4o,200,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10401,W_stay_L_up_T_down,gpt4o,201,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10402,W_stay_L_up_T_down,gpt4o,202,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10403,W_stay_L_up_T_down,gpt4o,203,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10404,W_stay_L_up_T_down,gpt4o,204,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10405,W_stay_L_up_T_down,gpt4o,205,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10406,W_stay_L_up_T_down,gpt4o,206,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10407,W_stay_L_up_T_down,gpt4o,207,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10408,W_stay_L_up_T_down,gpt4o,208,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10409,W_stay_L_up_T_down,gpt4o,209,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10410,W_stay_L_up_T_down,gpt4o,210,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10411,W_stay_L_up_T_down,gpt4o,211,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10412,W_stay_L_up_T_down,gpt4o,212,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10413,W_stay_L_up_T_down,gpt4o,213,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10414,W_stay_L_up_T_down,gpt4o,214,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10415,W_stay_L_up_T_down,gpt4o,215,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10416,W_stay_L_up_T_down,gpt4o,216,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10417,W_stay_L_up_T_down,gpt4o,217,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10418,W_stay_L_up_T_down,gpt4o,218,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10419,W_stay_L_up_T_down,gpt4o,219,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10420,W_stay_L_up_T_down,gpt4o,220,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10421,W_stay_L_up_T_down,gpt4o,221,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10422,W_stay_L_up_T_down,gpt4o,222,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
10423,W_stay_L_up_T_down,gpt4o,223,rock,paper,-1,3,2024-10-29_12-58-26,,,,,,,
10424,W_stay_L_up_T_down,gpt4o,224,paper,scissors,-1,3,2024-10-29_12-58-26,,,,,,,
10425,W_stay_L_up_T_down,gpt4o,225,scissors,rock,-1,3,2024-10-29_12-58-26,,,,,,,
